fecha,mes,dia_año,temp_agua,oleaje,viento,lluvia,presion,coef_marea,fase_lunar,visibilidad_agua,dias_desde_temporal,temporada,veda_pulpo,veda_percebe,veda_lubina,captura_pulpo,captura_lubina,captura_percebe
2007-03-01,3,60,11.653331841513952,1.1781353088304891,19.918681305559023,0.4063271647901838,1017.1878367281856,83,11,limpia,7,primavera,False,False,False,2.0680662091958006,6.87503745386472,1.5859847436658818
2007-03-02,3,61,12.972692284710094,0.5924172491021449,13.349199033200167,2.52979463464494,1013.3000444460247,51,5,limpia,4,primavera,False,False,False,0.3362864923246083,0.11068347986726218,0.2740983158063619
2007-03-03,3,62,12.904927713672711,3.1708246843379846,12.718522740723444,1.5991271501596942,1010.6292265272119,76,0,turbia,3,primavera,False,False,False,4.414111558160334,1.2039491886081937,1.7180623765853238
2007-03-04,3,63,13.00901757079479,2.665286399775673,15.06636767745771,1.6293008533210487,1015.7551786548509,96,11,turbia,8,primavera,False,False,False,1.8313444840704527,21.72635823392377,0.3254252051835903
2007-03-05,3,64,12.146118224371392,2.4885039087498644,18.858709833456206,2.792813223714336,1016.4463845532051,106,23,turbia,0,primavera,False,False,False,0.7875416036449969,11.831323476196593,0.05136319134255214
2007-03-06,3,65,12.329952895290294,2.692155587084223,15.998052597514931,3.861640258818828,1021.5090443872737,66,10,turbia,5,primavera,False,False,False,0.11424229710468788,4.889562713648696,0.8983489752570298
2007-03-07,3,66,13.677200647975942,2.931357554001793,15.414180563307607,0.5461489709266032,1025.388088417574,75,10,turbia,6,primavera,False,False,False,0.17388497156863594,17.938983227019875,0.2617716595225877
2007-03-08,3,67,13.088580855669345,5.935082459144725,11.77045390905539,1.6217883942875224,1022.3851120199511,59,8,turbia,5,primavera,False,False,False,0.3571210357472414,0.18125195243935782,0.2113943158174575
2007-03-09,3,68,13.588482418949097,2.2913321193572203,11.18273503540407,3.531653801552723,1006.1673553829002,88,1,turbia,9,primavera,False,False,False,1.5853227323491108,8.340084991421966,0.8798108677416953
2007-03-10,3,69,13.2640841863053,2.891509297300511,18.863102948488216,4.123897610374682,1012.697909295951,58,28,turbia,7,primavera,False,False,False,0.3589580097081189,11.476773814179818,0.8106966439677646
2007-03-11,3,70,13.332681106971537,1.363140905510742,19.28336941143573,0.6776964013271225,1016.6790855997718,74,24,limpia,7,primavera,False,False,False,0.005790423496098147,3.5831068689908863,0.5202611370257757
2007-03-12,3,71,13.945735000928474,6.4749332023991615,19.154380462726298,0.2199731914089759,1012.9985717379378,69,20,turbia,4,primavera,False,False,False,0.008067197666786215,0.5629862355136073,0.0344880929695954
2007-03-13,3,72,13.141258074616516,0.37427859417121134,18.164202221761457,0.5300761318638783,1014.7808659162713,64,7,limpia,3,primavera,False,False,False,0.1798902041429487,0.00037631806262434706,3.616615118247713
2007-03-14,3,73,13.57684028656718,4.417842798423702,16.786067066845277,5.819091320376118,1004.274318779534,60,0,turbia,6,primavera,False,False,False,1.0118728280595861,1.8152378516837868,0.919011352253417
2007-03-15,3,74,13.310228036987235,2.377607607528767,16.724838227339887,1.241577550772079,1019.5710650049165,65,0,turbia,8,primavera,False,False,False,1.946566564785522,21.181355468179827,0.018159570613354704
2007-03-16,3,75,13.395443068590824,1.627846209302072,15.534372974261029,1.0845424239808614,1005.6227238059677,71,27,limpia,1,primavera,False,False,False,0.007605962480671378,12.476038210748822,0.4256052065615383
2007-03-17,3,76,13.539287018709537,0.6249279274456854,17.248288668724896,0.026341405821981086,1007.1375523792633,111,11,limpia,6,primavera,False,False,False,0.2061870570693933,0.00922522443443883,1.837554804672431
2007-03-18,3,77,13.926801594087213,3.2427440323563066,14.833237470696222,0.10472390496979106,1009.9266460785418,73,3,turbia,5,primavera,False,False,False,0.24805403537228637,1.5039218123025422,0.020889545418954356
2007-03-19,3,78,13.57506438051093,0.9620113135352488,17.237084010989957,2.209437366456285,1014.512330231156,85,0,limpia,2,primavera,False,False,False,1.8140926037378726,3.5374145897667866,0.7530491082903249
2007-03-20,3,79,14.684600250720774,3.993543171620521,18.67023924181209,1.782352849223823,1006.8863732241057,67,11,turbia,1,primavera,False,False,False,0.959302069639392,0.14221684501207574,2.0223876169355828
2007-03-21,3,80,13.463235618668298,1.733775900950049,9.968948165753087,1.7138198771501802,1009.6980388296759,69,13,limpia,0,primavera,False,False,False,0.2979256497910832,6.109821585455303,6.2234764681555716e-06
2007-03-22,3,81,13.956730438126522,0.4395753476022262,19.385255649002655,0.23379332825449425,1020.7447252115477,57,0,limpia,1,primavera,False,False,False,0.2954063159942956,0.06420262968343969,0.19492389600757387
2007-03-23,3,82,13.873847811526478,2.1199102849675024,14.768753589133622,0.867917969125964,1014.4381982348729,64,11,turbia,4,primavera,False,False,False,0.026554049982535216,19.744859093912716,0.302239606004602
2007-03-24,3,83,15.074665399505253,1.9706946045994869,20.83279943525306,3.34644025145071,1017.1677348934903,96,4,limpia,0,primavera,False,False,False,1.380534407065336,7.157117536900758,8.16138632379631
2007-03-25,3,84,14.393142573116224,4.027313110595148,20.081864776345874,0.3845285821258824,1008.8187860787513,73,1,turbia,7,primavera,False,False,False,0.04337027669841998,0.002401839874776144,0.22181216787085564
2007-03-26,3,85,14.962965918630967,3.3524259660908395,10.876992129958918,4.285823683903969,1014.7308198772139,96,3,turbia,3,primavera,False,False,False,0.47275078623005606,4.905040558866639,0.16331057333481105
2007-03-27,3,86,13.521070565967557,0.5832829511181962,15.00253941153606,0.2590293417239672,1014.3206669684431,67,23,limpia,2,primavera,False,False,False,0.13251817657400927,0.49785437925231346,2.318264533660774
2007-03-28,3,87,14.641062339118966,3.538080210624976,7.536665603490708,0.37061039916277755,1011.023647645468,81,10,turbia,9,primavera,False,False,False,0.04003928521365149,0.6897824043407252,0.15112038832703534
2007-03-29,3,88,15.08289356582712,1.32024012146843,13.455692075879178,1.2992176083258875,1014.7446144794108,91,21,limpia,1,primavera,False,False,False,2.7458081130815004,1.6403418976643354,2.5151230803955027
2007-03-30,3,89,14.66660567622238,1.2387365810255528,16.422958430491523,5.8117796454565145,1005.5393735358854,86,17,limpia,0,primavera,False,False,False,0.35402358918636223,14.698146705583385,1.9130465995223132
2007-03-31,3,90,15.324460801765122,3.0834306075347278,18.387817233342385,0.7996053742677458,1017.1930437216806,82,18,turbia,7,primavera,False,False,False,0.17764224795414332,0.9674330317841124,0.33935647714557005
2007-04-01,4,91,14.442533769312753,1.1967082012745962,15.2769444785155,2.147164306429776,1013.0025364122342,50,17,limpia,8,primavera,False,False,False,1.4950966177428873,18.344834831643922,0.42451442234850856
2007-04-02,4,92,15.666026463585826,4.920851934343108,16.771038321555235,1.7767250408658322,1013.7139030408827,76,19,turbia,2,primavera,False,False,False,0.4280589454635057,0.15197530798164086,1.34140042717698
2007-04-03,4,93,16.267024926188213,0.38798585886455744,12.190250395829883,0.3241501419187682,1019.2588290105839,66,14,limpia,2,primavera,False,False,False,0.31386072532380355,3.1708660551146703,0.03367123249012496
2007-04-04,4,94,14.736987927760005,1.8991573854358252,14.923922761644507,0.5704818460173363,1017.16016738729,95,20,limpia,8,primavera,False,False,False,2.3793937939891268,1.8197455154654028,2.3137841107802
2007-04-05,4,95,14.754111667624285,1.932777073019071,12.639366376852287,5.322889776647165,1013.4083040546944,83,27,limpia,6,primavera,False,False,False,0.03672463422817315,7.497020037486623,0.0030398339281201762
2007-04-06,4,96,15.959863316407043,0.7391799591583604,16.13023376194336,0.40871627371388125,1009.4170698544399,52,14,limpia,8,primavera,False,False,False,0.8868638714011722,2.7470262511707357,0.13228957540021133
2007-04-07,4,97,16.101673018960863,1.405798835967145,20.55891152994081,2.3749518566540835,1021.643307023938,105,8,limpia,1,primavera,False,False,False,0.04352311963711847,25.84044866624605,1.7162581330061961
2007-04-08,4,98,14.905968882333195,1.2982191465167519,14.772253154607755,6.687432053963679,1008.2993899903615,61,22,limpia,6,primavera,False,False,False,2.8231425949731914,1.4532351208303906,0.6734237115495215
2007-04-09,4,99,15.032966556511944,0.39028847256540516,9.51561925505565,0.25454431304613745,1018.1468345130057,75,7,limpia,7,primavera,False,False,False,0.7721013358412696,0.08953636213073864,0.28192721972950974
2007-04-10,4,100,15.181020833060149,0.9899723039955255,15.785105029719155,1.0189264051910674,1007.0130302789681,73,22,limpia,3,primavera,False,False,False,0.0025436422086338338,0.0010497027843181753,0.3003104315652082
2007-04-11,4,101,14.608034182084921,1.6987304807680859,17.821742986963432,0.5070306397867589,1019.5893665157256,109,26,limpia,9,primavera,False,False,False,1.6561358192907278,2.688223366134821,19.528368209130186
2007-04-12,4,102,14.927707003672174,1.6081617792614844,11.327894230961714,0.5009306225201804,1020.0530042644178,107,9,limpia,3,primavera,False,False,False,0.7822199574587518,4.622793420060098,5.66490924577815
2007-04-13,4,103,14.940169164923187,3.2088720480590744,19.967364620632864,0.2533631701405181,1005.4369457840577,112,7,turbia,1,primavera,False,False,False,1.716604412030774,0.6472544157205957,0.32604336621964114
2007-04-14,4,104,15.145273417761416,4.605948955467549,12.614642609003393,2.0970812290609966,1017.2466752634397,57,28,turbia,1,primavera,False,False,False,0.0385902554548361,0.30282726517093767,5.584174345066862e-06
2007-04-15,4,105,15.647963478017198,1.4618933881695297,11.959059132787207,2.7435486570135112,1016.8325182387492,75,10,limpia,3,primavera,False,False,False,0.0006139694720355278,11.850904873382158,0.7251657747922486
2007-04-16,4,106,15.871631209723638,0.631849029487407,7.8775188514143295,2.2589302195245486,1018.5152465234302,107,20,limpia,3,primavera,False,False,False,0.048064633456423214,0.6351194239649091,6.451257818053676
2007-04-17,4,107,16.72321766265009,2.5886439633164327,16.075197703499,5.171394118459821,1016.8262013750916,87,18,turbia,4,primavera,False,False,False,32.37390313985031,1.0824894344706375,0.6439515173715579
2007-04-18,4,108,15.255188659168128,1.6883643468083163,22.263966077917523,0.31489610739717755,1010.1884215360488,98,11,limpia,9,primavera,False,False,False,0.1167065140997088,25.223920643098833,5.055452642860423
2007-04-19,4,109,16.505528799549104,3.770268309933287,16.467000167809054,0.770870229161544,1013.9138351626507,92,6,turbia,9,primavera,False,False,False,6.290648792569806,2.3514966799563153,0.94387046704816
2007-04-20,4,110,15.846708894104605,1.725920888388987,12.063267346172566,0.8449361140172578,1023.3232326821699,108,0,limpia,9,primavera,False,False,False,1.238666429100409,6.12636600560747,4.731319449520899
2007-04-21,4,111,16.005005549616957,1.9608375891663272,17.05286939028651,0.5281449151999622,1009.4609326202522,70,2,limpia,8,primavera,False,False,False,0.21506877413681122,7.714137408513288,0.5604401387009306
2007-04-22,4,112,16.498554124762162,1.6355738837741696,18.201412614280546,0.30678014136041865,1016.6142897917558,62,22,limpia,8,primavera,False,False,False,4.475865089647125,10.12310970264905,0.6550508802169754
2007-04-23,4,113,15.478387473215822,5.010594631322679,19.642660928273664,1.333803162326919,1020.7562693697753,52,12,turbia,6,primavera,False,False,False,0.2647542093254033,0.22247818696256982,0.06072710020055023
2007-04-24,4,114,16.43918710038091,2.094348054754309,10.060091345191534,3.596838730942112,1010.0462359556968,81,3,turbia,5,primavera,False,False,False,9.229562877454745,4.280434624369138,0.5163972974050541
2007-04-25,4,115,16.366678350092304,4.001447453468136,21.212239080168462,6.181832849146551,1007.916066764421,70,22,turbia,9,primavera,False,False,False,0.213845968215733,0.0005025273769435571,0.03358148675022044
2007-04-26,4,116,16.618671852220093,1.4532655541860695,15.853784303956793,0.2770089207768198,1008.6694883317443,63,25,limpia,4,primavera,False,False,False,1.4961283781243118,5.465853423581456,0.11730825954992881
2007-04-27,4,117,16.552407934187745,2.9708288962964127,22.01277823404792,3.464988470743285,1016.974856807882,57,9,turbia,3,primavera,False,False,False,1.2284206012502008,1.8261544295239578,0.6669663178335145
2007-04-28,4,118,17.907087564407043,3.276142575067334,15.622352855459498,3.481157164120052,1008.6269811350415,56,5,turbia,1,primavera,False,False,False,2.6439975180399573,3.3075018260544744,0.23680038676037352
2007-04-29,4,119,16.10554300321268,1.4916667091742206,17.30705214722278,0.9852450256906907,1014.3231997968396,108,3,limpia,3,primavera,False,False,False,0.025883303876265536,8.118171935814464,2.0970411022054565
2007-04-30,4,120,16.223131030559617,3.385761944040351,11.205488284864707,0.233134204733236,1021.8563569815161,51,22,turbia,6,primavera,False,False,False,0.031641917377273954,0.048864004968817404,3.0017256513973023
2007-05-01,5,121,16.220633928285068,0.39852060839641995,18.939362659990937,9.211942364779755,1014.7434593779568,118,7,limpia,0,primavera,False,False,False,0.05574428615401845,0.71154883460211,0.6764145190900065
2007-05-02,5,122,16.31325220147296,2.308963958202647,10.692348090415436,2.1318625401471154,1011.110936059196,93,13,turbia,2,primavera,False,False,False,3.3972311025904305,5.351597839132313,0.0778800018092512
2007-05-03,5,123,16.315342198947874,3.0212768647439106,16.075114567933966,8.056629998657751,1015.6270483635669,115,23,turbia,3,primavera,False,False,False,1.3424958480010445,0.3890317533213799,0.13060529072571864
2007-05-04,5,124,17.4616209875592,1.0237400578507043,13.277840896409435,1.3219622619750881,1014.6566357296583,67,22,limpia,6,primavera,False,False,False,0.9663973566266633,4.90515142574611,2.030628112480539
2007-05-05,5,125,17.6501358570005,1.2547177761028865,14.647580479099291,1.0056917600102098,1017.2632881940162,65,17,limpia,2,primavera,False,False,False,0.7066934575821073,3.7745624251793215,2.5947005601124928e-05
2007-05-06,5,126,16.504178712877412,0.6967256409982686,19.340899094271112,0.5678727951056766,1023.0957227690942,61,7,limpia,3,primavera,False,False,False,1.1280548884017627,0.7534590619525454,0.0339693275543921
2007-05-07,5,127,16.395162809321114,0.7658447723189592,13.579909959748672,8.217536381507282,1016.9838442941849,109,4,limpia,0,primavera,False,False,False,0.012295448354202435,0.6472462736037173,3.4997375073231076
2007-05-08,5,128,17.224517425687782,0.921889737284606,19.422699951589102,0.5840691134676035,1025.1689125588296,103,13,limpia,0,primavera,False,False,False,1.3678733434865697,0.4292393522660808,1.7346225369429193
2007-05-09,5,129,16.65655452421764,3.373006199587141,13.372146210395456,0.04809928892437705,1017.2765095173877,89,24,turbia,9,primavera,False,False,False,8.974594267442603,0.2526755762096588,0.054643943164751914
2007-05-10,5,130,17.412982324567555,0.9725500817662716,15.52362396062147,1.4368003960083355,1011.1633435364598,92,21,limpia,2,primavera,False,False,False,0.17563218807635567,1.5212629021256783,4.598008730340071
2007-05-11,5,131,17.19941312004653,0.22425999367786414,23.59926808321034,0.9465796234301779,1026.441514971143,71,14,limpia,6,primavera,False,False,False,0.9234930449186467,0.04355948434893474,0.12121036850055017
2007-05-12,5,132,16.211736935284762,2.7454691267489486,15.486887963761054,0.60595017602607,1014.375909913274,53,19,turbia,5,primavera,False,False,False,0.684074139115364,3.3640653368815876,0.005551039485618277
2007-05-13,5,133,18.092285747825148,0.24706446224828266,14.696547628026531,2.0135696957541778,1009.725538840545,70,24,limpia,4,primavera,False,False,False,0.01859977874731475,0.5102137487421348,0.8485741357843699
2007-05-14,5,134,18.282970956556017,1.800085488386356,15.559789565295397,0.9059583106507376,1026.6186433181497,72,16,limpia,7,primavera,False,False,False,0.4818401032723183,2.571258583581852,0.036529787933543605
2007-05-15,5,135,16.87848302173881,1.4703976375439005,13.679001910682397,1.0291683174916146,1011.3344155690976,91,3,limpia,7,primavera,False,False,False,1.1834044996137483,10.39324409597241,6.409476119522932
2007-05-16,5,136,17.053285277248065,1.3993699387020506,10.994577689579408,0.04663061100954745,1011.1380528398205,90,26,limpia,3,primavera,False,False,False,0.002308712732555428,2.1089790196210982,0.5837009023927139
2007-05-17,5,137,17.496201739898172,0.4657407827675031,23.23659277101003,1.778669309867323,1012.2426474597779,65,20,limpia,9,primavera,False,False,False,0.672672651545394,0.5687510781309144,0.06527174095279092
2007-05-18,5,138,17.563147696530127,2.527316516870875,13.374703088123956,0.2603791764351359,1015.823132066611,85,19,turbia,5,primavera,False,False,False,2.969415914693683,7.389417313203962,0.2989135544791132
2007-05-19,5,139,17.79439492971381,0.9606943758431296,8.910089391158223,0.48110049248337744,1019.6543069872445,66,12,limpia,0,primavera,False,False,False,0.0059598004984877375,0.08890816994277675,0.010296572934935416
2007-05-20,5,140,18.641178556363023,3.207345745840595,14.378374362776626,2.52544959056058,1001.756041931559,103,14,turbia,9,primavera,False,False,False,30.73502978158662,0.01076742427435685,0.7024081360003978
2007-05-21,5,141,17.363657082421955,2.628216230525858,16.427493253271567,0.7515487248243751,1019.6325024265575,56,8,turbia,9,primavera,False,False,False,0.10081462633438466,0.8655778127861135,0.0046431439903497785
2007-05-22,5,142,17.0245884738539,4.503956240575685,14.168817583311233,0.3563647439541322,1012.2273269883518,90,16,turbia,8,primavera,False,False,False,6.354009544722663,0.3076629812142558,0.0005596513291566354
2007-05-23,5,143,16.70867850296474,2.026629064592096,14.805023607661868,1.7227726294384118,1012.9355277841993,111,2,turbia,4,primavera,False,False,False,10.215224044297752,10.69220147589019,1.787025813116743
2007-05-24,5,144,17.129367361873044,2.7709503948568104,14.344388359899318,0.48389981220114314,1023.5759590546066,106,8,turbia,7,primavera,False,False,False,1.3268069497557906,5.583157263672917,0.017730971924133893
2007-05-25,5,145,17.578647294884696,1.1353312611050392,16.702147170784112,0.6321033251794259,1016.066540799345,82,27,limpia,9,primavera,False,False,False,0.286974371006965,18.282905640196784,0.22392407283248505
2007-05-26,5,146,18.704789969321215,0.25930237265478284,18.2759114317384,1.942229503771963,1017.2385067393255,75,22,limpia,9,primavera,False,False,False,0.20957108089811008,3.0384573198478932,0.13783357950281466
2007-05-27,5,147,17.34594517331963,0.960570882341482,14.230143986111624,2.693084358164862,1014.7571994259022,73,20,limpia,0,primavera,False,False,False,0.009705326645724356,1.172516476803775,0.7143854182411382
2007-05-28,5,148,17.818157921849878,2.6651061032157153,25.35858539334218,2.69153120147916,1018.8182129194116,80,10,turbia,3,primavera,False,False,False,3.1837069738296404,4.547210566878523,1.0805043498595477
2007-05-29,5,149,17.700312996673134,2.2659193010853578,19.163566575645763,1.316500108500267,1023.0900528647744,76,21,turbia,1,primavera,False,False,False,0.04025132907590191,2.7959299849783057,0.011048115626131068
2007-05-30,5,150,18.448384879360553,1.4959429559276418,14.978173512747421,1.2113604884077491,1002.6246735846348,98,19,limpia,1,primavera,False,False,False,2.714859860233799,9.975474185111723,12.864010154619685
2007-05-31,5,151,19.275583687291753,1.3236773335009282,9.726261475341511,3.0989934880611,1020.4230899536813,115,20,limpia,1,primavera,False,False,False,0.10704980800561702,20.775942569462902,0.6487957397100692
2007-06-01,6,152,17.46386428595638,0.6549004248192523,15.457090639714734,0.42894928303440677,1022.7351653193767,119,23,limpia,1,verano,True,False,False,1.001889659547886,0.08175502817232427,7.740250678798628
2007-06-02,6,153,17.51056239966968,1.4723068828824626,18.255542594851477,0.33022681397006953,1017.5053162395029,80,4,limpia,7,verano,True,False,False,1.4136109508104813,3.206598116901652,0.06680590645679037
2007-06-03,6,154,18.451435832609064,1.4389154177033747,18.286200692720943,2.1854298210515894,1011.6131878864758,74,25,limpia,5,verano,True,False,False,2.6284147379375544,4.057279336424498,3.375593885994461
2007-06-04,6,155,18.25365402926499,4.351678831094669,7.589358704110586,1.0535947733277866,1009.2386377604992,65,17,turbia,8,verano,True,False,False,0.9494896521817449,1.109196377653213,0.18023620922528236
2007-06-05,6,156,18.970984146061042,2.5001662609822546,15.461446304532911,2.4757380952740404,1026.8092284345664,55,23,turbia,1,verano,True,False,False,9.154201319780821,8.809307371169824,0.15592265108862202
2007-06-06,6,157,18.230612598601606,2.0342275242325356,13.077653216355076,0.5930426434305172,1010.4750815668857,118,11,turbia,0,verano,True,False,False,35.49867731195815,1.9189456618301126,0.0009628271558637613
2007-06-07,6,158,17.680826566217448,2.179038540891981,20.988784675060586,0.7857056005868844,1022.5882078552812,66,18,turbia,7,verano,True,False,False,1.423824714838701,9.2338486184377,0.8011508260143055
2007-06-08,6,159,18.265786264438013,4.956565656345049,15.494717084780474,4.539803116517395,1016.9525566223789,58,4,turbia,9,verano,True,False,False,0.22505397701003654,0.13867050900085473,0.28733710284166736
2007-06-09,6,160,18.590448029436182,1.3002691430030413,5.86316276285493,1.0951746850993032,1025.2291540300741,111,28,limpia,2,verano,True,False,False,0.08397711403298111,13.368239017204235,5.17556846561412
2007-06-10,6,161,18.430184575726788,1.1446215083115414,16.47330799461858,1.7878527268907234,1013.4086991784507,62,11,limpia,2,verano,True,False,False,3.143769654598996,12.03229747596845,0.056951700659755425
2007-06-11,6,162,18.253762188240323,5.186261209531746,7.200475030629733,0.2256257515442471,1006.9620953819156,56,26,turbia,7,verano,True,False,False,0.04282545905640107,0.6849441940196632,0.5590874779299556
2007-06-12,6,163,18.599734794102904,3.090558127937748,16.800463363660793,0.3940482366540776,1015.0108542359798,67,5,turbia,4,verano,True,False,False,0.6260764889221004,0.0888548555322334,0.02951952334651011
2007-06-13,6,164,18.67046619193913,1.0689061095142283,25.348792971355067,0.07309505455211433,1007.5677618104979,94,16,limpia,7,verano,True,False,False,0.16942987426959008,18.40989140177568,6.705378987764107
2007-06-14,6,165,18.806167022198323,5.27201154308091,20.441384620202392,1.1045831920299203,1028.385302656038,73,13,turbia,1,verano,True,False,False,0.536735892890956,1.3729439225513467,0.7131422947837679
2007-06-15,6,166,18.3729019171425,1.3991042817498136,16.035311573488084,9.005228006702323,1018.1474911204044,104,2,limpia,9,verano,True,False,False,0.45993643785598914,4.686935717234866,3.37472920176692
2007-06-16,6,167,17.88902904424251,1.3997529777305622,12.362158485901638,4.140934306900097,1018.8906522467723,81,0,limpia,8,verano,True,False,False,1.2885696730759164,4.486617460449879,2.289220852447484
2007-06-17,6,168,18.08176989648225,0.5109057725996001,20.096661122373188,2.0042905470963017,1018.8938514151303,56,22,limpia,1,verano,True,False,False,0.4759275042464227,0.230451894702819,1.1353248369962754
2007-06-18,6,169,18.720905424863748,0.6566576846106202,17.543561598931742,3.94795154730998,1011.5320515968833,69,12,limpia,8,verano,True,False,False,0.1369696881693964,2.2631006293678846,0.5883616370505734
2007-06-19,6,170,17.50891260532722,3.590644694531946,13.932637832717454,1.8036386805558062,1014.3398475374147,68,17,turbia,9,verano,True,False,False,0.2951695948964607,0.0024250226690673664,0.2012751595884653
2007-06-20,6,171,18.2211669442685,1.6551505926444714,12.844961498036156,0.9201664165601636,1015.5518231567988,111,9,limpia,5,verano,True,False,False,0.5922413566771759,3.852863955130422,5.400086187448709
2007-06-21,6,172,17.763663347222533,1.798465005078738,11.373044146785455,0.38122300996040315,1024.7194423170972,63,22,limpia,4,verano,True,False,False,0.14444256261728095,3.9352832428284357,0.4355912657821772
2007-06-22,6,173,18.01543201651032,4.3515025080781795,16.498735805716624,2.117141950138734,1009.2145410070883,81,27,turbia,6,verano,True,False,False,21.854861434825736,0.012490788012759888,0.21201494027387593
2007-06-23,6,174,18.76258997990451,2.6454107584355433,13.33294689111336,0.42899030449712233,1011.357080551226,58,18,turbia,6,verano,True,False,False,1.0699979594715194,11.815011827294521,0.1495666424849539
2007-06-24,6,175,18.10632808427351,0.6621955974695894,15.671391344311132,1.0806064243311435,1013.18534446887,98,18,limpia,3,verano,True,False,False,1.202667020861907,0.3181132171787126,6.629697337389192
2007-06-25,6,176,18.01449753591037,4.0780035757329225,18.711071564152704,3.4951235791275095,1011.6317667044468,65,16,turbia,6,verano,True,False,False,0.22645607706001125,0.3876500427400612,0.11756271196541722
2007-06-26,6,177,17.16450755981484,3.6945227546553134,13.233166516755508,0.2767532007013615,1007.7053677274123,73,6,turbia,2,verano,True,False,False,2.5574018788274446,0.08773807615600322,0.04566692770700566
2007-06-27,6,178,18.42077953668599,1.6590938288587778,17.580399104803327,0.2762757875432204,1001.4764773978753,79,27,limpia,2,verano,True,False,False,0.18487019559903295,2.1901339336542054,1.0006392551870398
2007-06-28,6,179,18.351746764658465,0.5518238264796388,19.889316822209608,0.5082429401993255,1005.8657776716439,57,7,limpia,6,verano,True,False,False,0.6611358057136606,1.5659678728162907,1.6503262579347655
2007-06-29,6,180,19.25266319491264,2.4176818545224155,16.580722478293424,1.6055549625681496,1020.4951496629075,59,15,turbia,0,verano,True,False,False,1.7026545455511428,27.05127333064903,0.006346032277877604
2007-06-30,6,181,17.75912565888352,0.792066980818519,17.798266459406175,0.5799653757046282,1014.9589054951039,85,15,limpia,7,verano,True,False,False,0.016160355226870312,0.5852171616629029,0.2828629268538605
2007-07-01,7,182,18.063196404518294,1.4984392520315046,16.61055799127205,1.3991271926165696,1019.1776945812703,73,26,limpia,1,verano,True,False,False,0.12673506457192973,6.84297449608175,0.03307861110898145
2007-07-02,7,183,18.06808497680841,1.5857967411902558,15.065048138756458,0.7190225280162763,1012.0874320204582,57,15,limpia,0,verano,True,False,False,0.5960622784148851,4.60777366034807,0.26949722793597375
2007-07-03,7,184,18.85051417038756,0.8526388699510724,18.34855335087248,1.4114203507282945,1014.5083216987045,50,19,limpia,5,verano,True,False,False,0.44345002988641485,0.6736637063626518,0.036868383906786754
2007-07-04,7,185,17.831295467084075,4.484697962890991,21.436856578535995,0.6504396237650942,1023.0657875047945,82,8,turbia,3,verano,True,False,False,0.577742674504036,1.5124953473130942,0.5086251860688935
2007-07-05,7,186,18.03916404755846,1.0579420502883665,18.419965628890925,7.825283954760058,1022.7636130282871,80,12,limpia,6,verano,True,False,False,0.3359822642327095,4.089619170015524,0.7364731744897004
2007-07-06,7,187,18.218620100086518,4.296231347910126,14.225522193223586,1.357376044248967,1019.7098606629613,111,3,turbia,2,verano,True,False,False,9.839717123982975,1.050066988568867,0.17938578666289556
2007-07-07,7,188,17.946836741843,2.002224144424674,14.330149260275824,2.7223719361670335,1016.0120889364521,84,9,turbia,1,verano,True,False,False,26.995635725255163,3.2919458273744127,0.8804084513711737
2007-07-08,7,189,17.54686381779147,0.48497646560135244,14.479775454251424,2.411592657861591,1017.5898471377462,93,20,limpia,3,verano,True,False,False,0.7613037554646535,0.04217557492012131,2.8040989463602046
2007-07-09,7,190,17.909900315787674,1.6794625821584859,18.789710289255382,1.3488839371304344,1016.853191493227,96,26,limpia,3,verano,True,False,False,0.03114050045236141,2.7474160691972775,5.775889349164707
2007-07-10,7,191,18.415223623477544,4.445301518453798,12.895041302531853,0.5458813564793202,1014.1653660317294,81,21,turbia,3,verano,True,False,False,25.619292472875358,1.1189753778539213,0.03239386443543078
2007-07-11,7,192,17.13161620553509,1.629599614404487,10.902512545250252,1.4296336732247668,1012.978150952798,112,8,limpia,2,verano,True,False,False,0.14130867243707246,8.062000576441745,8.133403687180635
2007-07-12,7,193,17.802677528640043,1.0170879955685757,16.87569358355141,2.2849504525980295,1020.6118397265057,71,24,limpia,6,verano,True,False,False,0.8390069507301131,7.125368767322928,1.4936484102920708
2007-07-13,7,194,17.27709039980887,3.5818371144493764,15.086571845368697,1.2320733032813145,1008.5218622555193,56,23,turbia,4,verano,True,False,False,0.6513842090426037,0.12074448974940963,3.09951266131313
2007-07-14,7,195,18.38736248159248,0.9206521772973358,20.925266060234968,0.17095261859156283,1022.4367913862432,55,25,limpia,3,verano,True,False,False,0.16811061824335438,0.7920192815426104,3.4140232310503924
2007-07-15,7,196,16.728506377506598,1.4603293137044855,5.973427814724044,0.03629378586080834,1013.622785966261,90,27,limpia,4,verano,True,False,False,0.0034552538676087363,6.28011285526258,0.6112610450069282
2007-07-16,7,197,17.278070100935786,1.7631509283356182,15.832339457022945,0.794627269055593,1008.4297324765116,61,17,limpia,6,verano,True,False,False,0.08482038960601444,15.592560023609936,0.8774716553360311
2007-07-17,7,198,17.809684287978346,1.476621474758501,13.38509066935216,0.32556481333511217,1012.2724757115169,89,11,limpia,3,verano,True,False,False,0.5508266345251308,5.923471624746614,0.013769262572548378
2007-07-18,7,199,18.491543708058575,1.9332962885433158,18.241116481205243,4.732972880761105,1010.6279605645436,118,25,limpia,9,verano,True,False,False,0.1287647150696615,3.9634151466773813,2.4945187259018016
